crm_id,contcode,contcat
3366428456,CMO,AO
3116254661,CMO,AO
4082765796,CMO,AO
3923047715,CMO,AO
309070571,CMO,AO
3096582552,CMO,AO
2917594305,CMO,AO
4229928951,CMO,AO
1487909269,CMO,AO
1869190036,CMO,AO
3546437868,CMO,AO
2887187806,CMO,AO
3088850658,CMO,AO
4242614116,CMO,AO
818011609,CMO,AO
4128358939,CMO,AO
2825917326,CMO,AO
2162216571,CMO,AO
3313317151,CMO,AO
4166044782,CMO,AO
2221734568,CMO,AO
2716571001,CMO,AO
1222121654,CMO,AO
4123832109,CMO,AO
694692980,CMO,AO
3900186502,CMO,AO
216177057,CMO,AO
3991835832,CMO,AO
3411657249,CMO,AO
592593324,CMO,AO
3510957090,CMO,AO
415340275,CMO,AO
3292050305,CMO,AO
3003069930,CMO,AO
283190814,CMO,AO
3695503565,CMO,AO
684133394,CMO,AO
2767080305,CMO,AO
1967477499,CMO,AO
3998744236,CMO,AO
1775088115,CMO,AO
1881577966,CMO,AO
1388223411,CMO,AO
260342524,CMO,AO
2563096695,CMO,AO
2370366589,CMO,AO
23850527,CMO,AO
3178646628,CMO,AO
3411233279,CMO,AO
735513794,CMO,AO
3070775353,CMO,AO
1726240242,CMO,AO
327169644,CMO,AO
2172088295,CMO,AO
943454095,CMO,AO
1213096991,CMO,AO
1017737514,CMO,AO
354998352,CMO,AO
1806629493,CMO,AO
2039121435,CMO,AO
2865219397,CMO,AO
4019267507,CMO,AO
3784996531,CMO,AO
283653533,CMO,AO
1675442529,CMO,AO
1989590188,CMO,AO
850947490,CMO,AO
4074569761,CMO,AO
4261604907,CMO,AO
800165824,CMO,AO
1976367082,CMO,AO
1024722617,CMO,AO
938388705,CMO,AO
3075336550,CMO,AO
3468795971,CMO,AO
704151995,CMO,AO
4196369655,CMO,AO
1140521047,CMO,AO
2567249639,CMO,AO
2899860135,CMO,AO
757874780,CMO,AO
130397634,CMO,AO
1693459405,CMO,AO
3816642910,CMO,AO
2309100387,CMO,AO
3784061616,CMO,AO
2911795213,CMO,AO
1464561493,CMO,AO
2750082893,CMO,AO
3478293464,CMO,AO
864959512,CMO,AO
1690846108,CMO,AO
2163087514,CMO,AO
2602645824,CMO,AO
1543571567,CMO,AO
2571995937,CMO,AO
283881080,CMO,AO
2428036580,CMO,AO
2075352370,CMO,AO
467549051,CMO,AO
2271544101,CMO,AO
295470035,CMO,AO
3466022097,CMO,AO
1978436480,CMO,AO
2065476307,CMO,AO
2382569096,CMO,AO
565945409,CMO,AO
447759446,CMO,AO
4111605718,CMO,AO
4019021219,CMO,AO
882724310,CMO,AO
3949280455,CMO,AO
3000893828,CMO,AO
687737096,CMO,AO
3854168736,CMO,AO
924072540,CMO,AO
548732729,CMO,AO
2243861167,CMO,AO
3239184005,CMO,AO
17895768,CMO,AO
1939146500,CMO,AO
3590963760,CMO,AO
2116786814,CMO,AO
1201122370,CMO,AO
3319611303,CMO,AO
1838669731,CMO,AO
3919056801,CMO,AO
1101706994,CMO,AO
1976830439,CMO,AO
881672478,CMO,AO
2575013294,CMO,AO
3934049777,CMO,AO
398826914,CMO,AO
2412935166,CMO,AO
2746490699,CMO,AO
2085120376,CMO,AO
2310148710,CMO,AO
1596517651,CMO,AO
833062165,CMO,AO
3211807736,CMO,AO
3918336031,CMO,AO
594416265,CMO,AO
306033045,CMO,AO
220150841,CMO,AO
3242030754,CMO,AO
3934217158,CMO,AO
3550984581,CMO,AO
999209930,CMO,AO
3170465429,CMO,AO
2632640189,CMO,AO
2283377079,CMO,AO
598142966,CMO,AO
2186995773,CMO,AO
3437180033,CMO,AO
2791963949,CMO,AO
544184175,CMO,AO
1463391928,CMO,AO
1313585841,CMO,AO
2854398226,CMO,AO
3491262686,CMO,AO
3657392219,CMO,AO
4153408703,CMO,AO
1236846011,CMO,AO
3868608897,CMO,AO
3834330224,CMO,AO
3482850185,CMO,AO
3061978324,CMO,AO
711606063,CMO,AO
1714675249,CMO,AO
4217611131,CMO,AO
1311065247,CMO,AO
1352206553,CMO,AO
2828402235,CMO,AO
2324761843,CMO,AO
2981146773,CMO,AO
1673747921,CMO,AO
1788858097,CMO,AO
2201901723,CMO,AO
116529604,CMO,AO
1660128749,CMO,AO
1103445995,CMO,AO
3605181027,CMO,AO
418597919,CMO,AO
5276089,CMO,AO
765167468,CMO,AO
3804280802,CMO,AO
3405320474,CMO,AO
1895896629,CMO,AO
628548685,CMO,AO
575295555,CMO,AO
2943983469,CMO,AO
1071055430,CMO,AO
3225609411,CMO,AO
2939308529,CMO,AO
3406441215,CMO,AO
1975258554,CMO,AO
1582649218,CMO,AO
2766000902,CMO,AO
4052365706,CMO,AO
71832842,CMO,AO
3598102673,CMO,AO
204030501,CMO,AO
163334648,CMO,AO
793872260,CMO,AO
2414309222,CMO,AO
1134737496,CMO,AO
3396045897,CMO,AO
793612314,CMO,AO
3344566776,CMO,AO
3156298818,CMO,AO
633055820,CMO,AO
28274472,CMO,AO
4283390511,CMO,AO
2637862361,CMO,AO
2949200012,CMO,AO
3929889786,CMO,AO
1262107973,CMO,AO
1524589248,CMO,AO
1607338826,CMO,AO
2767843715,CMO,AO
1339632244,CMO,AO
769608620,CMO,AO
1500970766,CMO,AO
670517193,CMO,AO
98395253,CMO,AO
1202750514,CMO,AO
1059967318,CMO,AO
2559433938,CMO,AO
2190402910,CMO,AO
2901135591,CMO,AO
268185038,CMO,AO
1175373769,CMO,AO
2778967584,CMO,AO
2621811398,CMO,AO
2793207447,CMO,AO
1464088040,CMO,AO
4050019683,CMO,AO
1760111401,CMO,AO
807657071,CMO,AO
2445003805,CMO,AO
1201732870,CMO,AO
3806668636,CMO,AO
2740563596,CMO,AO
3495784967,CMO,AO
146263456,CMO,AO
1936260684,CMO,AO
246959176,CMO,AO
3982633981,CMO,AO
2486515035,CMO,AO
290657990,CMO,AO
561588107,CMO,AO
1818752143,CMO,AO
2808255151,CMO,AO
498392200,CMO,AO
2156762112,CMO,AO
2444267393,CMO,AO
3711400574,CMO,AO
1453911556,CMO,AO
3744277880,CMO,AO
3496405291,CMO,AO
3766543204,CMO,AO
895310578,CMO,AO
4235776081,CMO,AO
1688367931,CMO,AO
947960274,CMO,AO
983515289,CMO,AO
1698724278,CMO,AO
2864769432,CMO,AO
896065133,CMO,AO
2241114619,CMO,AO
2170883967,CMO,AO
2184401006,CMO,AO
1519728370,CMO,AO
1874271228,CMO,AO
1120982547,CMO,AO
2591115732,CMO,AO
1600000930,CMO,AO
565031106,CMO,AO
2154707258,CMO,AO
2432199720,CMO,AO
11825915,CMO,AO
2769581812,CMO,AO
3628832595,CMO,AO
2957735132,CMO,AO
2058781627,CMO,AO
1728833265,CMO,AO
1400702050,CMO,AO
1743777163,CMO,AO
4112686008,CMO,AO
3736169429,CMO,AO
4084357622,CMO,AO
103675875,CMO,AO
1522972408,CMO,AO
446180098,CMO,AO
287092262,CMO,AO
289988003,CMO,AO
1596054817,CMO,AO
1144197573,CMO,AO
2138556053,CMO,AO
3429677467,CMO,AO
2986837062,CMO,AO
3955394498,CMO,AO
3721212164,CMO,AO
3734099993,CMO,AO
584002718,CMO,AO
1299927332,CMO,AO
3466616964,CMO,AO
3656380673,CMO,AO
1290979472,CMO,AO
3182667571,CMO,AO
1059214193,CMO,AO
1506281605,CMO,AO
1500039184,CMO,AO
4233286981,CMO,AO
3296808698,CMO,AO
1348489927,CMO,AO
2221761806,CMO,AO
1571704975,CMO,AO
3289838237,CMO,AO
1891685738,CMO,AO
3040330693,CMO,AO
1627788950,CMO,AO
756127579,CMO,AO
63854340,CMO,AO
3547164852,CMO,AO
887891156,CMO,AO
836091537,CMO,AO
779856208,CMO,AO
1980277055,CMO,AO
1174136117,CMO,AO
3606422693,CMO,AO
289950440,CMO,AO
2619129254,CMO,AO
2114492266,CMO,AO
3708810985,CMO,AO
3863446827,CMO,AO
689756620,CMO,AO
904475802,CMO,AO
3609074915,CMO,AO
993213218,CMO,AO
76985689,CMO,AO
4214409363,CMO,AO
1098297440,CMO,AO
2328885816,CMO,AO
3339203349,CMO,AO
2416025981,CMO,AO
3372700067,CMO,AO
2841057299,CMO,AO
1533372015,CMO,AO
3329513714,CMO,AO
1101294403,CMO,AO
333423206,CMO,AO
349830219,CMO,AO
4059271020,CMO,AO
1989128667,CMO,AO
3922136956,CMO,AO
3528089268,CMO,AO
2288240372,CMO,AO
3756251349,CMO,AO
748061508,CMO,AO
299182760,CMO,AO
1533975123,CMO,AO
2376991030,CMO,AO
1164905151,CMO,AO
4065042121,CMO,AO
2048686261,CMO,AO
379065604,CMO,AO
2252159,CMO,AO
3621368754,CMO,AO
1524538429,CMO,AO
364065795,CMO,AO
421104241,CMO,AO
1943916096,CMO,AO
3247841201,CMO,AO
3625407423,CMO,AO
1524023191,CMO,AO
1459065315,CMO,AO
2628543006,CMO,AO
2839419692,CMO,AO
3248334345,CMO,AO
3942113023,CMO,AO
2988435675,CMO,AO
1252815202,CMO,AO
683904936,CMO,AO
2766849208,CMO,AO
1249295365,CMO,AO
1357188566,CMO,AO
1314208362,CMO,AO
3299327646,CMO,AO
3346620477,CMO,AO
2594958369,CMO,AO
2202651291,CMO,AO
1924023934,CMO,AO
2820962477,CMO,AO
2229276184,CMO,AO
2978134600,CMO,AO
3030199600,CMO,AO
179212642,CMO,AO
2929249054,CMO,AO
2828258274,CMO,AO
2944260172,CMO,AO
3350106393,CMO,AO
1676771754,CMO,AO
3806526644,CMO,AO
1257976227,CMO,AO
248782387,CMO,AO
1999297688,CMO,AO
2095429704,CMO,AO
1107208653,CMO,AO
1384979042,CMO,AO
3443307450,CMO,AO
1620757425,CMO,AO
548297450,CMO,AO
423202561,CMO,AO
2192855371,CMO,AO
2693778537,CMO,AO
3737952157,CMO,AO
2425124565,CMO,AO
2707181877,CMO,AO
3617620051,CMO,AO
1684500779,CMO,AO
1382368674,CMO,AO
4011729776,CMO,AO
1201251548,CMO,AO
1632964593,CMO,AO
3038578232,CMO,AO
530838037,CMO,AO
2962505660,CMO,AO
3816571458,CMO,AO
3083130387,CMO,AO
4241908208,CMO,AO
1770360375,CMO,AO
919398433,CMO,AO
1103238911,CMO,AO
1991298071,CMO,AO
1627598224,CMO,AO
1319886348,CMO,AO
307973731,CMO,AO
3386848759,CMO,AO
2490712351,CMO,AO
134392671,CMO,AO
1583956960,CMO,AO
3945680618,CMO,AO
2961147294,CMO,AO
1659458643,CMO,AO
4191512402,CMO,AO
3119786100,CMO,AO
2680563019,CMO,AO
3750710962,CMO,AO
2128905725,CMO,AO
4282809455,CMO,AO
606400229,CMO,AO
923797183,CMO,AO
400358633,CMO,AO
3019341546,CMO,AO
2609829885,CMO,AO
3141173373,CMO,AO
2186957126,CMO,AO
4291358778,CMO,AO
1815236772,CMO,AO
4294690171,CMO,AO
3120791564,CMO,AO
2353049269,CMO,AO
4246541957,CMO,AO
1756030127,CMO,AO
1598996436,CMO,AO
2878917891,CMO,AO
3447447305,CMO,AO
1853389385,CMO,AO
3335386595,CMO,AO
1532909646,CMO,AO
1730227136,CMO,AO
203073190,CMO,AO
2367737551,CMO,AO
1755985559,CMO,AO
1538091507,CMO,AO
3432683650,CMO,AO
3204654039,CMO,AO
163948203,CMO,AO
2563640991,CMO,AO
2587053068,CMO,AO
3161556981,CMO,AO
124888693,CMO,AO
3709713754,CMO,AO
1784987235,CMO,AO
1334780481,CMO,AO
3398335432,CMO,AO
789653787,CMO,AO
554787446,CMO,AO
1507151739,CMO,AO
1930576223,CMO,AO
2177534363,CMO,AO
1371566674,CMO,AO
3856052353,CMO,AO
2046062624,CMO,AO
4041490148,CMO,AO
1419673502,CMO,AO
3776412122,CMO,AO
3414029379,CMO,AO
371612305,CMO,AO
206651333,CMO,AO
1294380230,CMO,AO
152318075,CMO,AO
1705702971,CMO,AO
2792207315,CMO,AO
2176034124,CMO,AO
353529902,CMO,AO
3708610263,CMO,AO
2689287324,CMO,AO
3110709837,CMO,AO
3624052749,CMO,AO
1756144693,CMO,AO
1225902084,CMO,AO
2200909699,CMO,AO
2865108657,CMO,AO
3907939555,CMO,AO
1525447218,CMO,AO
1405905606,CMO,AO
192227148,CMO,AO
1524844938,CMO,AO
761547948,CMO,AO
3637038985,CMO,AO
2422985288,CMO,AO
1778968325,CMO,AO
1158899317,CMO,AO
2348460096,CMO,AO
2424078861,CMO,AO
2558985850,CMO,AO
158179566,CMO,AO
1978238485,CMO,AO
136743700,CMO,AO
3904214761,CMO,AO
2562201744,CMO,AO
1906304201,CMO,AO
4036377243,CMO,AO
2366077303,CMO,AO
3994588049,CMO,AO
1357868878,CMO,AO
445124272,CMO,AO
1004045292,CMO,AO
2245451406,CMO,AO
3380966221,CMO,AO
3554606144,CMO,AO
1299730870,CMO,AO
2444266281,CMO,AO
630586155,CMO,AO
3735953467,CMO,AO
1384715490,CMO,AO
3838452352,CMO,AO
3896090052,CMO,AO
2492649440,CMO,AO
874569946,CMO,AO
732272110,CMO,AO
2790606124,CMO,AO
397134178,CMO,AO
445303889,CMO,AO
3544509521,CMO,AO
3446914159,CMO,AO
3512647327,CMO,AO
2486603660,CMO,AO
993284746,CMO,AO
2698595598,CMO,AO
3122570749,CMO,AO
4147497752,CMO,AO
3012676944,CMO,AO
4294430058,CMO,AO
2121334885,CMO,AO
1396460115,CMO,AO
1038952051,CMO,AO
1633656498,CMO,AO
2520725947,CMO,AO
1786587701,CMO,AO
2222251233,CMO,AO
1739041497,CMO,AO
290146068,CMO,AO
840479547,CMO,AO
1790774196,CMO,AO
104131985,CMO,AO
4169914616,CMO,AO
3716880248,CMO,AO
230175321,CMO,AO
2988863442,CMO,AO
1847967619,CMO,AO
2854540937,CMO,AO
1524716244,CMO,AO
2672792513,CMO,AO
2887281130,CMO,AO
200493815,CMO,AO
3840040340,CMO,AO
522447348,CMO,AO
1142421575,CMO,AO
4010697299,CMO,AO
3956397258,CMO,AO
232063500,CMO,AO
1403196239,CMO,AO
4235414509,CMO,AO
2455404267,CMO,AO
2798754382,CMO,AO
2342082198,CMO,AO
3015941748,CMO,AO
941127016,CMO,AO
3711879751,CMO,AO
3766204876,CMO,AO
793931392,CMO,AO
959833779,CMO,AO
2790889740,CMO,AO
3287747132,CMO,AO
4034468189,CMO,AO
1392089638,CMO,AO
2123691639,CMO,AO
724950715,CMO,AO
2590469900,CMO,AO
574523327,CMO,AO
3475753747,CMO,AO
1400588108,CMO,AO
3754015173,CMO,AO
3237660647,CMO,AO
2605441898,CMO,AO
4226658460,CMO,AO
864255050,CMO,AO
4259661397,CMO,AO
802560472,CMO,AO
6923328,CMO,AO
1889705663,CMO,AO
2520829120,CMO,AO
527903776,CMO,AO
15976225,CMO,AO
1328149453,CMO,AO
3055652748,CMO,AO
3688771199,CMO,AO
2746543012,CMO,AO
464179779,CMO,AO
2074215909,CMO,AO
4186291820,CMO,AO
4213873915,CMO,AO
917083939,CMO,AO
2658652244,CMO,AO
1136785104,CMO,AO
2144958120,CMO,AO
1646097126,CMO,AO
1045148882,CMO,AO
591536317,CMO,AO
3136453493,CMO,AO
196248737,CMO,AO
2315363653,CMO,AO
1686580870,CMO,AO
1374723683,CMO,AO
4115925245,CMO,AO
641598014,CMO,AO
2493658652,CMO,AO
1526041713,CMO,AO
3085518707,CMO,AO
3960339982,CMO,AO
1579050825,CMO,AO
404315429,CMO,AO
3690100469,CMO,AO
1196464899,CMO,AO
1861766971,CMO,AO
1641850602,CMO,AO
2214052018,CMO,AO
1689829532,CMO,AO
3643466608,CMO,AO
3795832965,CMO,AO
2198002461,CMO,AO
2383860280,CMO,AO
2746282197,CMO,AO
166854814,CMO,AO
2501796499,CMO,AO
240556237,CMO,AO
2823702505,CMO,AO
1040013410,CMO,AO
1734517836,CMO,AO
2900845919,CMO,AO
4052706321,CMO,AO
140425164,CMO,AO
3432467532,CMO,AO
1358106703,CMO,AO
609934389,CMO,AO
2246937896,CMO,AO
221262236,CMO,AO
1858304578,CMO,AO
3837904184,CMO,AO
2547562217,CMO,AO
1650485712,CMO,AO
1996562320,CMO,AO
3118568366,CMO,AO
1844940710,CMO,AO
4286293499,CMO,AO
341844946,CMO,AO
1880569345,CMO,AO
1047908198,CMO,AO
3397274788,CMO,AO
2400597005,CMO,AO
4023257379,CMO,AO
2842395411,CMO,AO
2710149481,CMO,AO
1703593610,CMO,AO
3955903357,CMO,AO
3478863057,CMO,AO
3859912776,CMO,AO
1973602539,CMO,AO
3195733409,CMO,AO
3107935166,CMO,AO
4087245396,CMO,AO
1109061220,CMO,AO
1672024700,CMO,AO
3865814180,CMO,AO
296319894,CMO,AO
1176707899,CMO,AO
812013758,CMO,AO
127125727,CMO,AO
639352048,CMO,AO
3316390193,CMO,AO
1130360365,CMO,AO
79146033,CMO,AO
2511521410,CMO,AO
1218518598,CMO,AO
2099037337,CMO,AO
2411000219,CMO,AO
2508978930,CMO,AO
3959993463,CMO,AO
1948955897,CMO,AO
3445415459,CMO,AO
937572148,CMO,AO
834227705,CMO,AO
4152567026,CMO,AO
3023888062,CMO,AO
3117555030,CMO,AO
3012383716,CMO,AO
2671490649,CMO,AO
2607455481,CMO,AO
1645115562,CMO,AO
1439898965,CMO,AO
424091350,CMO,AO
141897390,CMO,AO
2279091406,CMO,AO
3473814865,CMO,AO
3196062574,CMO,AO
1332826991,CMO,AO
2173721757,CMO,AO
52514471,CMO,AO
1488058719,CMO,AO
620686681,CMO,AO
2942130195,CMO,AO
821306661,CMO,AO
2083334773,CMO,AO
4211834888,CMO,AO
4003420399,CMO,AO
2364148663,CMO,AO
3151748177,CMO,AO
430097183,CMO,AO
4159355591,CMO,AO
3038978447,CMO,AO
514793017,CMO,AO
1832964455,CMO,AO
3454900414,CMO,AO
2707036326,CMO,AO
2959441386,CMO,AO
2938157377,CMO,AO
2649801771,CMO,AO
1212104121,CMO,AO
3749649941,CMO,AO
2880748220,CMO,AO
145755604,CMO,AO
3499973772,CMO,AO
3348008305,CMO,AO
1649399562,CMO,AO
718312789,CMO,AO
2893630098,CMO,AO
218416294,CMO,AO
3698272046,CMO,AO
2991123521,CMO,AO
1180287436,CMO,AO
2890386107,CMO,AO
623838938,CMO,AO
869476243,CMO,AO
2891734870,CMO,AO
952557252,CMO,AO
1772608815,CMO,AO
3344383507,CMO,AO
2356636011,CMO,AO
4060088527,CMO,AO
280410590,CMO,AO
1608368904,CMO,AO
2492031749,CMO,AO
1410767388,CMO,AO
3421827504,CMO,AO
2885526508,CMO,AO
701836091,CMO,AO
3954780616,CMO,AO
2484542119,CMO,AO
2030381650,CMO,AO
4259103761,CMO,AO
2522083113,CMO,AO
1398206872,CMO,AO
2665934759,CMO,AO
1506403562,CMO,AO
3752518709,CMO,AO
1406661016,CMO,AO
1375595627,CMO,AO
12446205,CMO,AO
1363133956,CMO,AO
4057236604,CMO,AO
799484480,CMO,AO
3400275702,CMO,AO
